"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"385","FDR44",6.11,"Regular",0.102920886,"Fruits and Vegetables",130.4968,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3523.4136
"386","FDB34",15.25,"Low Fat",0.026604781,"Snack Foods",86.2198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",610.5386
"387","FDC50",15.85,"Low Fat",0,"Canned",96.4094,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1237.7222
"390","DRE49",20.75,"Low Fat",0.021250002,"Soft Drinks",150.5024,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2580.6408
"391","FDM40",10.195,"Low Fat",0.159936948,"Frozen Foods",143.2154,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2552.6772
"393","FDW07",18,"Regular",0.142688846,"Fruits and Vegetables",88.5514,"OUT046",1997,"Small","Tier 1","Supermarket Type1",796.9626
"396","FDQ56",6.59,"Low Fat",0.105761491,"Fruits and Vegetables",84.8908,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1677.816
"397","FDN58",13.8,"Regular",0.056960814,"Snack Foods",230.0984,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3707.1744
"398","FDG35",21.2,"Regular",0.00704098,"Starchy Foods",173.5738,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2954.1546
"399","FDY34",10.5,"Regular",0.011026594,"Snack Foods",166.4842,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2652.5472
"403","FDT59",13.65,"Low Fat",0.015908424,"Breads",231.1668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6911.004
"404","NCX41",19,"Low Fat",0.017719277,"Health and Hygiene",211.0244,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3811.0392
"407","FDF22",6.865,"Low Fat",0.056919038,"Snack Foods",212.8218,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5770.4886
"408","FDM60",10.8,"Regular",0.048143292,"Baking Goods",40.2138,"OUT046",1997,"Small","Tier 1","Supermarket Type1",690.4346
"409","FDR02",16.7,"Low Fat",0.022047313,"Dairy",110.2886,"OUT013",1987,"High","Tier 3","Supermarket Type1",1890.2062
"411","FDS48",15.15,"Low Fat",0.027779254,"Baking Goods",150.1708,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1504.708
"413","FDZ38",17.6,"Low Fat",0.008033611,"Dairy",174.2422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4311.055
"414","FDH19",19.35,"Low Fat",0.033088472,"Meat",175.4738,"OUT046",1997,"Small","Tier 1","Supermarket Type1",521.3214
"415","NCB55",15.7,"Low Fat",0.160663021,"Household",59.4562,"OUT046",1997,"Small","Tier 1","Supermarket Type1",829.5868
"417","FDF11",10.195,"Regular",0.017627888,"Starchy Foods",239.6538,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2403.538
"423","FDW43",20.1,"Regular",0.022460102,"Fruits and Vegetables",226.8036,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3415.554
"424","FDA27",20.35,"Regular",0,"Dairy",256.7672,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5624.6784
"425","NCU41",18.85,"Low Fat",0.05213575,"Health and Hygiene",190.1846,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6687.961
"426","FDY56",16.35,"Regular",0.062508438,"Fruits and Vegetables",227.1062,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5642.655
"427","FDV39",11.3,"Low Fat",0.007309544,"Meat",196.2426,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4943.565
"428","FDN32",17.5,"Low Fat",0.015623754,"Fruits and Vegetables",182.6266,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3135.2522
"432","FDU01",20.25,"Regular",0.011995271,"Canned",184.5924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4997.4948
"433","FDF10",15.5,"Regular",0.15717236,"Snack Foods",149.1418,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",588.5672
"436","DRI13",15.35,"Low Fat",0.020310046,"Soft Drinks",218.0508,"OUT013",1987,"High","Tier 3","Supermarket Type1",3038.7112
"437","NCR05",10.1,"Low Fat",0.054630834,"Health and Hygiene",200.2084,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1587.2672
"439","FDL51",20.7,"Regular",0.047565208,"Dairy",213.4876,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1929.4884
"440","FDB11",16,"Low Fat",0.060797393,"Starchy Foods",223.8404,"OUT013",1987,"High","Tier 3","Supermarket Type1",3600.6464
"441","FDI35",14,"Low Fat",0.041291169,"Starchy Foods",180.7634,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2181.1608
"442","FDX08",12.85,"Low Fat",0.022604051,"Fruits and Vegetables",181.4318,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3428.2042
"444","NCJ18",12.35,"Low Fat",0.164196823,"Household",120.5124,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2133.2232
"445","FDJ41",6.85,"Low Fat",0.022976497,"Frozen Foods",261.6594,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3401.5722
"446","FDU08",10.3,"Low Fat",0.027310252,"Fruits and Vegetables",101.0042,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1289.6546
"448","DRH15",8.775,"Low Fat",0,"Dairy",45.9428,"OUT013",1987,"High","Tier 3","Supermarket Type1",790.9704
"451","FDE24",14.85,"Low Fat",0.09344495,"Baking Goods",141.0812,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1139.8496
"452","FDH53",20.5,"Regular",0.019199733,"Frozen Foods",84.3592,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1816.3024
"453","FDZ13",7.84,"Regular",0.154120252,"Canned",51.935,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",199.74
"455","FDU46",10.3,"Regular",0.011117041,"Snack Foods",85.854,"OUT013",1987,"High","Tier 3","Supermarket Type1",2683.174
"456","NCE43",12.5,"Low Fat",0.103422709,"Household",169.9448,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2897.5616
"458","FDB14",20.25,"Regular",0.102723919,"Canned",93.212,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1957.452
"460","NCC42",15,"Low Fat",0.044871033,"Health and Hygiene",140.3838,"OUT013",1987,"High","Tier 3","Supermarket Type1",2528.7084
"461","FDQ20",8.325,"Low Fat",0.029760052,"Fruits and Vegetables",38.7138,"OUT013",1987,"High","Tier 3","Supermarket Type1",284.2966
"463","FDZ15",13.1,"Low Fat",0.020870744,"Dairy",117.3782,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1787.673
"465","DRI51",17.25,"Low Fat",0.042413704,"Dairy",173.1764,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4466.1864
"466","FDO28",5.765,"Low Fat",0.072284689,"Frozen Foods",119.9098,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2048.6666
"467","NCS54",13.6,"Low Fat",0.009984847,"Household",175.437,"OUT013",1987,"High","Tier 3","Supermarket Type1",1940.807
"470","FDR52",12.65,"Regular",0.076354362,"Frozen Foods",192.1846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1146.5076
"474","FDT09",15.15,"Regular",0.012282366,"Snack Foods",132.5284,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1713.7692
"475","FDU25",12.35,"Low Fat",0.026681262,"Canned",56.4246,"OUT046",1997,"Small","Tier 1","Supermarket Type1",810.9444
"476","FDK41",14.3,"Low Fat",0.127541722,"Frozen Foods",84.9224,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1193.1136
"477","NCT54",8.695,"Low Fat",0.119513002,"Household",93.4094,"OUT035",2004,"Small","Tier 2","Supermarket Type1",856.8846
"481","FDQ45",9.5,"Regular",0.010907967,"Snack Foods",182.3608,"OUT013",1987,"High","Tier 3","Supermarket Type1",2940.1728
"482","DRK59",8.895,"Low Fat",0.07543556,"Hard Drinks",235.8616,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3046.7008
"483","FDW28",18.25,"Low Fat",0,"Frozen Foods",196.8452,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3327.6684
"485","FDR21",19.7,"Low Fat",0.066922802,"Snack Foods",174.837,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2999.429
"489","FDH57",10.895,"Low Fat",0.035747522,"Fruits and Vegetables",133.6284,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1581.9408
"495","FDP32",6.65,"Low Fat",0.087652908,"Fruits and Vegetables",128.8678,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1398.8458
"496","FDV57",15.25,"Regular",0.065999008,"Snack Foods",177.966,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2336.958
"497","FDW28",18.25,"Low Fat",0.088750333,"Frozen Foods",196.5452,"OUT013",1987,"High","Tier 3","Supermarket Type1",2348.9424
"499","FDA40",16,"Regular",0.099252438,"Frozen Foods",87.4856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1054.6272
"502","FDE16",8.895,"Low Fat",0.026384672,"Frozen Foods",208.9954,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4584.6988
"506","FDK24",9.195,"Low Fat",0,"Baking Goods",43.6744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",407.4696
"507","FDW31",11.35,"Regular",0.043333912,"Fruits and Vegetables",201.0742,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2189.8162
"509","NCM07",9.395,"Low Fat",0.039954281,"Others",82.4908,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2013.3792
"513","FDK28",5.695,"Low Fat",0.065857092,"Frozen Foods",258.5646,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4380.2982
"515","FDL48",19.35,"Regular",0.082197959,"Baking Goods",49.2034,"OUT013",1987,"High","Tier 3","Supermarket Type1",729.051
"518","DRD37",9.8,"Low Fat",0.013898123,"Soft Drinks",46.506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",372.848
"521","FDL52",6.635,"Regular",0,"Frozen Foods",39.7506,"OUT013",1987,"High","Tier 3","Supermarket Type1",303.6048
"524","FDD08",8.3,"Low Fat",0.03532494,"Fruits and Vegetables",38.9506,"OUT013",1987,"High","Tier 3","Supermarket Type1",721.0614
"526","FDY56",16.35,"Regular",0.062411404,"Fruits and Vegetables",225.9062,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5416.9488
"527","NCI29",8.6,"Low Fat",0.032754431,"Health and Hygiene",140.5154,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",283.6308
"531","FDN16",12.6,"Regular",0.062648111,"Frozen Foods",104.899,"OUT013",1987,"High","Tier 3","Supermarket Type1",1960.781
"534","FDC15",18.1,"Low Fat",0.17824575,"Dairy",158.1288,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3299.7048
"536","FDK44",16.6,"Low Fat",0,"Fruits and Vegetables",173.3738,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2085.2856
"537","FDA16",6.695,"Low Fat",0.033935576,"Frozen Foods",221.9456,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2210.456
"539","FDO04",16.6,"Low Fat",0.026537206,"Frozen Foods",57.2614,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1049.9666
"540","NCL19",15.35,"Low Fat",0.015673267,"Others",145.047,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2719.793
"544","FDG53",10,"Low Fat",0.045818773,"Frozen Foods",138.718,"OUT013",1987,"High","Tier 3","Supermarket Type1",1398.18
"545","DRG01",14.8,"Low Fat",0.044869794,"Soft Drinks",76.467,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1531.34
"547","FDI27",8.71,"Regular",0.04605781,"Dairy",43.8744,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",633.8416
"550","FDW44",9.5,"Regular",0.035205866,"Fruits and Vegetables",171.3448,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2386.2272
"551","FDU21",11.8,"Regular",0.076705948,"Snack Foods",34.7558,"OUT035",2004,"Small","Tier 2","Supermarket Type1",780.9834
"552","FDI14",14.1,"Low Fat",0.089677773,"Canned",139.8496,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1693.7952
"554","FDN39",19.35,"Regular",0.065520388,"Meat",168.3816,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1342.2528
"561","DRH13",8.575,"Low Fat",0.023983258,"Soft Drinks",106.328,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",958.752
"563","FDJ20",20.7,"Regular",0.100330684,"Fruits and Vegetables",123.4388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1238.388
"565","FDX22",6.785,"Regular",0.022970468,"Snack Foods",211.0928,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4418.2488
"566","DRM11",6.57,"Low Fat",0.066014596,"Hard Drinks",259.7278,"OUT013",1987,"High","Tier 3","Supermarket Type1",2863.6058
"568","FDL25",6.92,"Regular",0.131128467,"Breakfast",93.1804,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1561.9668
"569","FDD40",20.25,"Regular",0.014816356,"Dairy",194.1162,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3848.324
"572","NCM41",16.5,"Low Fat",0.035801238,"Health and Hygiene",92.612,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",559.272
"574","FDC53",8.68,"Low Fat",0.008871687,"Frozen Foods",99.7384,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",295.6152
"576","FDQ09",7.235,"Low Fat",0.058369013,"Snack Foods",115.2834,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1267.0174
"577","DRB48",16.75,"Regular",0,"Soft Drinks",39.3822,"OUT046",1997,"Small","Tier 1","Supermarket Type1",353.5398
"578","DRE25",15.35,"Low Fat",0.073269336,"Soft Drinks",92.112,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1118.544
"579","FDL08",10.8,"Low Fat",0.049677651,"Fruits and Vegetables",245.9144,"OUT013",1987,"High","Tier 3","Supermarket Type1",4655.2736
"580","NCV42",6.26,"Low Fat",0.031470832,"Household",110.2228,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1547.3192
"581","FDW03",5.63,"Regular",0.024579432,"Meat",105.3306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1045.306
"583","FDC17",12.15,"Low Fat",0.015523707,"Frozen Foods",212.0928,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2735.1064
"585","FDE34",9.195,"Low Fat",0.107891398,"Snack Foods",182.7634,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3817.0314
"586","FDP10",19,"Low Fat",0.128065918,"Snack Foods",104.3622,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1905.5196
"588","NCK19",9.8,"Low Fat",0.090390357,"Others",192.1478,"OUT013",1987,"High","Tier 3","Supermarket Type1",2324.9736
"590","NCU41",18.85,"Low Fat",0.052054819,"Health and Hygiene",189.1846,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2101.9306
"593","NCH30",17.1,"Low Fat",0.067141355,"Household",114.586,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2942.836
"594","FDR36",6.715,"Regular",0.121485195,"Baking Goods",40.2454,"OUT013",1987,"High","Tier 3","Supermarket Type1",587.2356
"595","NCJ30",5.82,"Low Fat",0.080640478,"Household",167.779,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2886.243
"597","FDU04",7.93,"Low Fat",0,"Frozen Foods",123.2414,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",487.3656
"600","DRK37",5,"Low Fat",0.044004675,"Soft Drinks",188.853,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5502.837
"601","FDK48",7.445,"Low Fat",0,"Baking Goods",76.8354,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2181.8266
"602","FDV58",20.85,"Low Fat",0.121250374,"Snack Foods",193.9452,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1565.9616
"603","FDN27",20.85,"Low Fat",0,"Meat",115.1808,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1054.6272
"604","FDZ52",19.2,"Low Fat",0.100230114,"Frozen Foods",112.9886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1667.829
"605","NCF42",17.35,"Low Fat",0.167383061,"Household",175.6712,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2812.3392
"606","FDQ48",14.3,"Regular",0.034404732,"Baking Goods",98.1726,"OUT035",2004,"Small","Tier 2","Supermarket Type1",489.363
"608","FDR58",6.675,"Low Fat",0.041913535,"Snack Foods",90.7462,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1665.8316
"610","FDK14",6.98,"Low Fat",0.041105789,"Canned",83.4934,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1555.9746
"613","NCQ41",14.8,"Low Fat",0.01946418,"Health and Hygiene",196.3794,"OUT013",1987,"High","Tier 3","Supermarket Type1",1950.794
"614","FDX46",12.3,"Regular",0,"Snack Foods",57.3562,"OUT013",1987,"High","Tier 3","Supermarket Type1",177.7686
"616","FDH45",15.1,"Regular",0.105646853,"Fruits and Vegetables",42.8796,"OUT035",2004,"Small","Tier 2","Supermarket Type1",949.4308
"618","DRJ35",10.1,"Low Fat",0.046545786,"Hard Drinks",59.9878,"OUT013",1987,"High","Tier 3","Supermarket Type1",484.7024
"619","FDC40",16,"Regular",0.065009745,"Dairy",79.5986,"OUT013",1987,"High","Tier 3","Supermarket Type1",934.7832
"621","FDP13",8.1,"Regular",0.134532392,"Canned",39.448,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",878.856
"622","FDP24",20.6,"Low Fat",0.083133128,"Baking Goods",120.1756,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1332.9316
"623","NCQ42",20.35,"Low Fat",0.039428167,"Household",127.9678,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3560.6984
"624","FDY59",8.195,"Low Fat",0,"Baking Goods",93.1462,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",647.8234
"626","FDB21",7.475,"Low Fat",0.148492521,"Fruits and Vegetables",240.6854,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1691.7978
"627","FDT32",19,"Regular",0.065901299,"Fruits and Vegetables",188.7214,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1695.7926
"628","FDK20",12.6,"Regular",0.041622264,"Fruits and Vegetables",124.0072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4042.7376
"630","FDM01",7.895,"Regular",0.0945493,"Breakfast",102.6332,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1640.5312
"633","FDU13",8.355,"Low Fat",0.188322664,"Canned",148.5418,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2207.127
"635","FDE58",18.5,"Low Fat",0.052025392,"Snack Foods",118.4124,"OUT013",1987,"High","Tier 3","Supermarket Type1",2370.248
"638","FDM08",10.1,"Regular",0.053584207,"Fruits and Vegetables",224.4088,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4697.8848
"639","FDS58",9.285,"Regular",0.020989132,"Snack Foods",158.6578,"OUT013",1987,"High","Tier 3","Supermarket Type1",2406.867
"640","FDZ26",11.6,"Regular",0.144017405,"Dairy",238.3222,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5736.5328
"642","FDY51",12.5,"Low Fat",0.081465335,"Meat",220.7798,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",6611.394
"644","DRG39",14.15,"Low Fat",0.042352822,"Dairy",51.6982,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1262.3568
"645","NCG43",20.2,"Low Fat",0.074541867,"Household",94.1462,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1758.3778
"648","DRF01",5.655,"Low Fat",0.175352413,"Soft Drinks",147.4102,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2478.7734
"649","FDF53",20.75,"Regular",0.083590755,"Frozen Foods",182.2318,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3067.3406
"650","FDS45",5.175,"Regular",0.029471408,"Snack Foods",105.4622,"OUT013",1987,"High","Tier 3","Supermarket Type1",3281.7282
"654","DRF15",18.35,"Low Fat",0.03334929,"Dairy",155.034,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1990.742
"655","FDH32",12.8,"Low Fat",0.076060037,"Fruits and Vegetables",95.141,"OUT046",1997,"Small","Tier 1","Supermarket Type1",868.869
"656","NCJ42",19.75,"Low Fat",0.014301326,"Household",103.0332,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1230.3984
"657","FDB56",8.75,"Regular",0.074931201,"Fruits and Vegetables",187.6556,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",938.778
"658","FDD03",13.3,"Low Fat",0.080131363,"Dairy",234.03,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4194.54
"659","NCL18",18.85,"Low Fat",0.167444431,"Household",194.6136,"OUT013",1987,"High","Tier 3","Supermarket Type1",1166.4816
"660","FDW22",9.695,"Regular",0.03033748,"Snack Foods",222.9114,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5764.4964
"661","FDE32",20.7,"Low Fat",0.04874969,"Fruits and Vegetables",37.5506,"OUT035",2004,"Small","Tier 2","Supermarket Type1",113.8518
"664","FDG38",8.975,"Regular",0.05268526,"Canned",83.3224,"OUT013",1987,"High","Tier 3","Supermarket Type1",3579.3408
"665","FDD29",12.15,"Low Fat",0.018485511,"Frozen Foods",253.1698,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1522.0188
"666","NCE31",7.67,"Low Fat",0.184689756,"Household",35.4216,"OUT013",1987,"High","Tier 3","Supermarket Type1",450.0808
"667","FDS19",13.8,"Regular",0.064153845,"Fruits and Vegetables",76.9012,"OUT013",1987,"High","Tier 3","Supermarket Type1",607.2096
"668","FDU11",4.785,"Low Fat",0.092516598,"Breads",120.1098,"OUT013",1987,"High","Tier 3","Supermarket Type1",1325.6078
"669","FDL02",20,"Regular",0.104245198,"Canned",105.3622,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1270.3464
"671","DRK23",8.395,"Low Fat",0.07226985,"Hard Drinks",254.104,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3542.056
"672","FDO27",6.175,"Regular",0.179806961,"Meat",95.2752,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1534.0032
"673","FDB16",8.21,"Low Fat",0.044995631,"Dairy",89.2198,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1308.297
"675","NCB18",19.6,"Low Fat",0.041459372,"Household",89.6514,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1239.7196
"676","NCL53",7.5,"Low Fat",0.036234918,"Health and Hygiene",175.3028,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3896.2616
"677","FDR16",5.845,"Regular",0.105445801,"Frozen Foods",214.4218,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1496.0526
"678","NCQ05",11.395,"Low Fat",0,"Health and Hygiene",151.6708,"OUT013",1987,"High","Tier 3","Supermarket Type1",3460.8284
"679","FDF44",7.17,"Regular",0.05997133,"Fruits and Vegetables",132.1968,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2870.9296
